order_id,product_id,quantity,unit_price,line_total,discount_percent
ORD00001391,PROD000288,4,33.45,133.8,10
ORD00001391,PROD000453,10,139.84,1398.4,5
ORD00001391,PROD000430,1,316.29,316.29,15
ORD00001392,PROD000305,7,104.49,731.43,20
ORD00001392,PROD000232,8,287.97,2303.76,5
ORD00001392,PROD000486,4,51.11,204.44,15
ORD00001392,PROD000098,10,170.9,1709.0,5
ORD00001393,PROD000111,2,317.69,635.38,10
ORD00001393,PROD000218,10,399.43,3994.3,20
ORD00001393,PROD000302,10,326.63,3266.3,0
ORD00001394,PROD000302,6,326.63,1959.78,5
ORD00001394,PROD000363,2,484.3,968.6,5
ORD00001394,PROD000484,1,50.26,50.26,0
ORD00001394,PROD000444,4,259.16,1036.64,5
ORD00001394,PROD000368,1,438.66,438.66,15
ORD00001395,PROD000399,10,187.79,1877.9,5
ORD00001395,PROD000165,9,404.78,3643.02,5
ORD00001396,PROD000364,6,449.82,2698.92,20
ORD00001396,PROD000345,9,452.4,4071.6,20
ORD00001397,PROD000325,2,316.85,633.7,20
ORD00001397,PROD000379,8,341.19,2729.52,5
ORD00001397,PROD000199,4,466.1,1864.4,5
ORD00001397,PROD000376,9,101.86,916.74,5
ORD00001398,PROD000188,3,21.8,65.4,10
ORD00001398,PROD000283,7,352.9,2470.3,0
ORD00001398,PROD000167,3,298.67,896.01,0
ORD00001398,PROD000043,1,109.66,109.66,5
ORD00001399,PROD000356,2,106.35,212.7,15
ORD00001400,PROD000496,2,458.98,917.96,0
ORD00001400,PROD000341,8,414.77,3318.16,20
ORD00001400,PROD000447,2,465.46,930.92,0
ORD00001400,PROD000455,10,142.41,1424.1,5
ORD00001400,PROD000054,6,325.19,1951.14,10
ORD00001401,PROD000430,10,316.29,3162.9,10
ORD00001402,PROD000271,7,340.14,2380.98,15
ORD00001402,PROD000082,1,164.95,164.95,0
ORD00001402,PROD000380,5,54.57,272.85,5
ORD00001402,PROD000272,1,314.09,314.09,20
ORD00001402,PROD000213,10,397.49,3974.9,10
ORD00001403,PROD000066,4,482.17,1928.68,5
ORD00001403,PROD000332,2,415.3,830.6,20
ORD00001403,PROD000196,8,71.66,573.28,10
ORD00001403,PROD000287,5,416.7,2083.5,15
ORD00001404,PROD000477,4,344.32,1377.28,0
ORD00001404,PROD000291,8,421.47,3371.76,10
ORD00001405,PROD000180,6,392.39,2354.34,20
ORD00001405,PROD000003,8,13.58,108.64,20
ORD00001405,PROD000350,9,236.67,2130.03,20
ORD00001406,PROD000480,9,396.91,3572.19,15
ORD00001406,PROD000047,1,300.77,300.77,20
ORD00001406,PROD000335,1,257.29,257.29,5
ORD00001406,PROD000393,6,276.21,1657.26,5
ORD00001406,PROD000237,5,465.82,2329.1,0
ORD00001407,PROD000247,9,313.66,2822.94,10
ORD00001407,PROD000124,3,263.55,790.65,5
ORD00001408,PROD000166,1,457.17,457.17,10
ORD00001409,PROD000359,6,459.85,2759.1,10
ORD00001410,PROD000486,3,51.11,153.33,10
ORD00001411,PROD000455,6,142.41,854.46,15
ORD00001411,PROD000451,3,333.47,1000.41,15
ORD00001411,PROD000390,8,48.1,384.8,15
ORD00001412,PROD000336,3,85.77,257.31,20
ORD00001412,PROD000421,8,460.47,3683.76,0
ORD00001413,PROD000440,3,420.83,1262.49,15
ORD00001413,PROD000094,7,89.39,625.73,0
ORD00001413,PROD000378,5,211.92,1059.6,15
ORD00001414,PROD000155,6,257.7,1546.2,0
ORD00001414,PROD000099,7,364.15,2549.05,15
ORD00001414,PROD000440,2,420.83,841.66,5
ORD00001414,PROD000221,1,251.54,251.54,10
ORD00001415,PROD000169,8,181.74,1453.92,10
ORD00001415,PROD000225,5,475.13,2375.65,15
ORD00001415,PROD000130,10,104.51,1045.1,10
ORD00001415,PROD000336,3,85.77,257.31,0
ORD00001415,PROD000219,8,457.7,3661.6,5
ORD00001416,PROD000101,10,213.83,2138.3,15
ORD00001417,PROD000284,10,25.35,253.5,15
ORD00001417,PROD000239,8,198.67,1589.36,10
ORD00001417,PROD000183,7,266.05,1862.35,5
ORD00001417,PROD000219,6,457.7,2746.2,15
ORD00001418,PROD000240,10,148.06,1480.6,0
ORD00001418,PROD000156,8,130.87,1046.96,15
ORD00001419,PROD000413,10,92.12,921.2,10
ORD00001419,PROD000278,3,24.28,72.84,0
ORD00001419,PROD000352,5,207.96,1039.8,20
ORD00001419,PROD000085,8,476.85,3814.8,20
ORD00001419,PROD000091,1,370.76,370.76,20
ORD00001420,PROD000227,8,21.25,170.0,20
ORD00001420,PROD000446,3,163.93,491.79,0
ORD00001420,PROD000131,3,268.0,804.0,15
ORD00001420,PROD000396,9,47.64,428.76,0
ORD00001420,PROD000185,5,197.34,986.7,20
ORD00001421,PROD000389,7,49.36,345.52,0
ORD00001421,PROD000299,3,74.75,224.25,20
ORD00001421,PROD000141,9,232.63,2093.67,15
ORD00001422,PROD000299,5,74.75,373.75,10
ORD00001422,PROD000430,8,316.29,2530.32,5
ORD00001422,PROD000100,1,395.66,395.66,0
ORD00001422,PROD000076,1,316.58,316.58,20
ORD00001423,PROD000205,7,163.1,1141.7,15
ORD00001423,PROD000498,5,467.69,2338.45,5
ORD00001423,PROD000389,9,49.36,444.24,10
ORD00001423,PROD000499,8,322.98,2583.84,10
ORD00001423,PROD000070,2,407.21,814.42,15
ORD00001424,PROD000350,2,236.67,473.34,5
ORD00001425,PROD000273,3,118.76,356.28,5
ORD00001425,PROD000491,10,61.81,618.1,0
ORD00001425,PROD000312,5,458.03,2290.15,20
ORD00001425,PROD000285,4,58.83,235.32,10
ORD00001425,PROD000065,9,42.12,379.08,10
ORD00001426,PROD000301,2,25.35,50.7,10
ORD00001426,PROD000337,2,347.15,694.3,15
ORD00001426,PROD000498,2,467.69,935.38,5
ORD00001426,PROD000158,1,418.37,418.37,0
ORD00001427,PROD000346,9,324.44,2919.96,10
ORD00001427,PROD000083,8,247.95,1983.6,0
ORD00001428,PROD000194,8,319.42,2555.36,5
ORD00001428,PROD000228,10,489.76,4897.6,5
ORD00001428,PROD000355,7,155.52,1088.64,0
ORD00001428,PROD000239,4,198.67,794.68,10
ORD00001428,PROD000443,2,413.39,826.78,0
ORD00001429,PROD000137,10,400.09,4000.9,10
ORD00001429,PROD000215,9,404.8,3643.2,10
ORD00001430,PROD000093,7,77.32,541.24,0
ORD00001431,PROD000370,10,283.03,2830.3,0
ORD00001431,PROD000356,10,106.35,1063.5,10
ORD00001431,PROD000081,10,499.09,4990.9,15
ORD00001432,PROD000333,5,434.67,2173.35,0
ORD00001432,PROD000030,9,482.44,4341.96,0
ORD00001432,PROD000399,10,187.79,1877.9,15
ORD00001433,PROD000184,3,241.42,724.26,10
ORD00001434,PROD000109,6,213.68,1282.08,5
ORD00001434,PROD000205,10,163.1,1631.0,5
ORD00001434,PROD000232,9,287.97,2591.73,20
ORD00001435,PROD000149,5,438.91,2194.55,20
ORD00001435,PROD000239,8,198.67,1589.36,5
ORD00001436,PROD000409,1,56.74,56.74,15
ORD00001436,PROD000310,8,399.91,3199.28,5
ORD00001436,PROD000169,8,181.74,1453.92,15
ORD00001436,PROD000310,6,399.91,2399.46,20
ORD00001437,PROD000391,2,365.82,731.64,5
ORD00001437,PROD000286,1,368.08,368.08,15
ORD00001437,PROD000049,10,331.49,3314.9,15
ORD00001438,PROD000095,8,121.85,974.8,5
ORD00001438,PROD000388,4,138.73,554.92,15
ORD00001438,PROD000418,6,483.5,2901.0,10
ORD00001438,PROD000296,2,63.92,127.84,0
ORD00001439,PROD000333,5,434.67,2173.35,5
ORD00001439,PROD000295,8,492.17,3937.36,20
ORD00001440,PROD000238,9,204.43,1839.87,10
ORD00001441,PROD000368,2,438.66,877.32,20
ORD00001441,PROD000451,7,333.47,2334.29,20
ORD00001441,PROD000196,9,71.66,644.94,5
ORD00001441,PROD000270,6,383.43,2300.58,0
ORD00001441,PROD000301,1,25.35,25.35,5
ORD00001442,PROD000286,8,368.08,2944.64,10
ORD00001442,PROD000384,1,274.61,274.61,5
ORD00001442,PROD000282,5,348.49,1742.45,0
ORD00001443,PROD000330,7,342.52,2397.64,10
ORD00001443,PROD000050,9,329.93,2969.37,0
ORD00001444,PROD000313,5,349.31,1746.55,0
ORD00001444,PROD000497,10,294.62,2946.2,5
ORD00001444,PROD000281,5,389.2,1946.0,20
ORD00001444,PROD000256,7,498.27,3487.89,5
ORD00001444,PROD000190,3,57.52,172.56,10
ORD00001445,PROD000287,6,416.7,2500.2,20
ORD00001445,PROD000013,4,430.2,1720.8,20
ORD00001445,PROD000025,4,36.66,146.64,15
ORD00001445,PROD000061,1,23.32,23.32,20
ORD00001445,PROD000039,1,39.05,39.05,5
ORD00001446,PROD000246,5,175.27,876.35,10
ORD00001447,PROD000486,6,51.11,306.66,5
ORD00001447,PROD000338,9,376.94,3392.46,10
ORD00001447,PROD000062,4,24.43,97.72,0
ORD00001447,PROD000321,6,213.14,1278.84,10
ORD00001448,PROD000222,5,486.96,2434.8,20
ORD00001448,PROD000049,9,331.49,2983.41,15
ORD00001448,PROD000352,1,207.96,207.96,5
ORD00001448,PROD000416,6,197.52,1185.12,20
ORD00001448,PROD000003,10,13.58,135.8,0
ORD00001449,PROD000079,4,471.3,1885.2,15
ORD00001449,PROD000165,1,404.78,404.78,15
ORD00001450,PROD000125,6,14.74,88.44,10
ORD00001450,PROD000392,4,203.11,812.44,20
ORD00001450,PROD000316,5,281.45,1407.25,10
ORD00001450,PROD000001,1,80.2,80.2,0
ORD00001450,PROD000186,6,320.36,1922.16,10
ORD00001451,PROD000149,2,438.91,877.82,5
ORD00001451,PROD000398,1,38.53,38.53,15
ORD00001451,PROD000059,5,407.12,2035.6,0
ORD00001451,PROD000274,1,345.06,345.06,15
ORD00001452,PROD000029,1,196.26,196.26,5
ORD00001452,PROD000408,5,421.44,2107.2,20
ORD00001452,PROD000496,8,458.98,3671.84,15
ORD00001452,PROD000406,9,114.11,1026.99,10
ORD00001453,PROD000204,8,183.85,1470.8,15
ORD00001453,PROD000349,3,69.18,207.54,20
ORD00001453,PROD000080,7,494.26,3459.82,10
ORD00001453,PROD000472,3,156.81,470.43,5
ORD00001453,PROD000167,1,298.67,298.67,10
ORD00001454,PROD000489,4,282.55,1130.2,20
ORD00001454,PROD000267,8,373.58,2988.64,10
ORD00001454,PROD000475,3,120.19,360.57,5
ORD00001454,PROD000483,10,67.66,676.6,5
ORD00001455,PROD000245,6,243.91,1463.46,5
ORD00001455,PROD000183,7,266.05,1862.35,10
ORD00001456,PROD000277,8,121.28,970.24,0
ORD00001457,PROD000482,10,114.96,1149.6,20
ORD00001457,PROD000052,9,108.79,979.11,20
ORD00001457,PROD000375,9,394.34,3549.06,5
ORD00001457,PROD000168,7,390.32,2732.24,20
ORD00001458,PROD000111,4,317.69,1270.76,20
ORD00001458,PROD000386,8,344.99,2759.92,15
ORD00001458,PROD000021,2,196.18,392.36,0
ORD00001458,PROD000022,2,72.33,144.66,5
ORD00001459,PROD000038,8,445.02,3560.16,20
ORD00001460,PROD000075,10,168.76,1687.6,5
ORD00001460,PROD000203,8,493.94,3951.52,5
ORD00001460,PROD000432,8,223.37,1786.96,15
ORD00001461,PROD000042,10,145.9,1459.0,20
ORD00001462,PROD000228,5,489.76,2448.8,15
ORD00001462,PROD000139,4,217.95,871.8,15
ORD00001463,PROD000382,7,77.99,545.93,20
ORD00001464,PROD000399,2,187.79,375.58,20
ORD00001464,PROD000328,8,240.79,1926.32,10
ORD00001464,PROD000227,6,21.25,127.5,15
ORD00001464,PROD000465,7,420.67,2944.69,15
ORD00001465,PROD000351,8,274.94,2199.52,20
ORD00001466,PROD000367,1,344.72,344.72,15
ORD00001466,PROD000482,2,114.96,229.92,0
ORD00001467,PROD000121,5,105.16,525.8,0
ORD00001467,PROD000198,3,116.47,349.41,20
ORD00001468,PROD000420,10,428.01,4280.1,20
ORD00001468,PROD000130,1,104.51,104.51,10
ORD00001468,PROD000050,5,329.93,1649.65,15
ORD00001468,PROD000294,4,288.29,1153.16,20
ORD00001469,PROD000470,7,89.04,623.28,10
ORD00001469,PROD000440,7,420.83,2945.81,10
ORD00001469,PROD000115,1,207.86,207.86,5
ORD00001470,PROD000063,9,382.76,3444.84,5
ORD00001470,PROD000381,9,464.32,4178.88,15
ORD00001471,PROD000007,4,464.85,1859.4,15
ORD00001471,PROD000124,1,263.55,263.55,0
ORD00001471,PROD000497,7,294.62,2062.34,5
ORD00001472,PROD000475,9,120.19,1081.71,5
ORD00001472,PROD000383,6,391.55,2349.3,5
ORD00001472,PROD000263,10,434.09,4340.9,15
ORD00001472,PROD000007,5,464.85,2324.25,10
ORD00001472,PROD000141,4,232.63,930.52,20
ORD00001473,PROD000417,7,416.88,2918.16,20
ORD00001474,PROD000045,7,51.28,358.96,10
ORD00001474,PROD000359,8,459.85,3678.8,10
ORD00001474,PROD000320,5,280.14,1400.7,20
ORD00001474,PROD000106,3,301.01,903.03,10
ORD00001475,PROD000289,2,393.99,787.98,0
ORD00001475,PROD000411,2,251.86,503.72,0
ORD00001475,PROD000355,8,155.52,1244.16,10
ORD00001475,PROD000328,7,240.79,1685.53,20
ORD00001476,PROD000381,3,464.32,1392.96,0
ORD00001477,PROD000034,9,347.28,3125.52,15
ORD00001478,PROD000183,2,266.05,532.1,5
ORD00001478,PROD000111,7,317.69,2223.83,5
ORD00001478,PROD000085,8,476.85,3814.8,10
ORD00001479,PROD000103,7,413.8,2896.6,15
ORD00001479,PROD000039,6,39.05,234.3,0
ORD00001479,PROD000263,1,434.09,434.09,0
ORD00001479,PROD000217,4,146.41,585.64,15
ORD00001479,PROD000060,9,104.75,942.75,5
ORD00001480,PROD000312,3,458.03,1374.09,20
ORD00001481,PROD000442,9,330.85,2977.65,5
ORD00001481,PROD000185,6,197.34,1184.04,15
ORD00001481,PROD000347,3,347.17,1041.51,20
ORD00001481,PROD000440,5,420.83,2104.15,0
ORD00001482,PROD000191,2,322.24,644.48,15
ORD00001482,PROD000247,5,313.66,1568.3,0
ORD00001482,PROD000273,2,118.76,237.52,15
ORD00001482,PROD000070,2,407.21,814.42,15
ORD00001482,PROD000445,6,321.0,1926.0,10
ORD00001483,PROD000348,4,127.26,509.04,15
ORD00001483,PROD000168,8,390.32,3122.56,20
ORD00001483,PROD000151,2,413.35,826.7,5
ORD00001484,PROD000481,1,485.71,485.71,15
ORD00001484,PROD000375,4,394.34,1577.36,0
ORD00001484,PROD000333,4,434.67,1738.68,0
ORD00001485,PROD000172,10,240.8,2408.0,0
ORD00001485,PROD000226,6,228.51,1371.06,5
ORD00001485,PROD000023,5,58.01,290.05,20
ORD00001485,PROD000451,10,333.47,3334.7,5
ORD00001485,PROD000185,3,197.34,592.02,5
ORD00001486,PROD000187,9,327.51,2947.59,10
ORD00001486,PROD000172,10,240.8,2408.0,0
ORD00001486,PROD000216,4,320.23,1280.92,10
ORD00001486,PROD000229,4,168.9,675.6,20
ORD00001486,PROD000221,9,251.54,2263.86,5
ORD00001487,PROD000089,8,417.36,3338.88,20
ORD00001487,PROD000009,9,349.28,3143.52,0
ORD00001488,PROD000088,4,373.44,1493.76,0
ORD00001488,PROD000339,9,466.8,4201.2,5
ORD00001488,PROD000062,10,24.43,244.3,10
ORD00001488,PROD000243,1,135.38,135.38,5
ORD00001488,PROD000486,9,51.11,459.99,5
ORD00001489,PROD000384,6,274.61,1647.66,10
ORD00001490,PROD000368,5,438.66,2193.3,15
ORD00001490,PROD000274,7,345.06,2415.42,0
ORD00001491,PROD000138,9,468.95,4220.55,15
ORD00001491,PROD000293,9,350.45,3154.05,5
ORD00001491,PROD000203,2,493.94,987.88,10
ORD00001491,PROD000101,2,213.83,427.66,5
ORD00001491,PROD000079,10,471.3,4713.0,0
ORD00001492,PROD000106,6,301.01,1806.06,15
ORD00001492,PROD000442,2,330.85,661.7,0
ORD00001492,PROD000472,8,156.81,1254.48,10
ORD00001492,PROD000116,2,73.11,146.22,0
ORD00001492,PROD000362,7,164.89,1154.23,0
ORD00001493,PROD000396,10,47.64,476.4,15
ORD00001493,PROD000443,5,413.39,2066.95,0
ORD00001493,PROD000270,4,383.43,1533.72,5
ORD00001493,PROD000036,6,119.42,716.52,5
ORD00001493,PROD000336,8,85.77,686.16,5
ORD00001494,PROD000097,2,463.82,927.64,15
ORD00001495,PROD000456,7,137.49,962.43,10
ORD00001496,PROD000246,1,175.27,175.27,5
ORD00001496,PROD000421,8,460.47,3683.76,5
ORD00001496,PROD000036,1,119.42,119.42,20
ORD00001496,PROD000095,2,121.85,243.7,0
ORD00001497,PROD000331,9,168.77,1518.93,20
ORD00001497,PROD000068,9,367.8,3310.2,20
ORD00001497,PROD000383,6,391.55,2349.3,10
ORD00001497,PROD000409,5,56.74,283.7,10
ORD00001498,PROD000458,9,72.26,650.34,15
ORD00001498,PROD000148,9,440.86,3967.74,5
ORD00001498,PROD000292,8,423.35,3386.8,20
ORD00001498,PROD000452,5,107.76,538.8,10
ORD00001498,PROD000070,6,407.21,2443.26,15
ORD00001499,PROD000394,6,138.64,831.84,20
ORD00001499,PROD000171,4,305.59,1222.36,20
ORD00001500,PROD000453,1,139.84,139.84,10
ORD00001500,PROD000142,10,131.25,1312.5,10
ORD00001500,PROD000090,8,42.34,338.72,10
ORD00001500,PROD000275,7,55.21,386.47,5
ORD00001501,PROD000210,1,418.91,418.91,15
ORD00001501,PROD000177,2,354.49,708.98,5
ORD00001501,PROD000189,10,195.59,1955.9,0
ORD00001501,PROD000432,9,223.37,2010.33,10
ORD00001501,PROD000344,3,92.24,276.72,0
ORD00001502,PROD000386,5,344.99,1724.95,5
ORD00001502,PROD000075,6,168.76,1012.56,0
ORD00001503,PROD000007,3,464.85,1394.55,0
ORD00001503,PROD000371,7,223.69,1565.83,5
ORD00001503,PROD000178,5,75.28,376.4,15
ORD00001503,PROD000138,5,468.95,2344.75,15
ORD00001504,PROD000180,9,392.39,3531.51,0
ORD00001504,PROD000348,8,127.26,1018.08,5
ORD00001505,PROD000358,10,370.86,3708.6,0
ORD00001505,PROD000429,9,84.1,756.9,20
ORD00001505,PROD000194,8,319.42,2555.36,5
ORD00001506,PROD000289,7,393.99,2757.93,20
ORD00001506,PROD000094,10,89.39,893.9,0
ORD00001506,PROD000152,6,275.31,1651.86,0
ORD00001507,PROD000211,4,70.17,280.68,5
ORD00001507,PROD000329,4,120.66,482.64,20
ORD00001508,PROD000292,4,423.35,1693.4,15
ORD00001508,PROD000139,1,217.95,217.95,20
ORD00001509,PROD000458,4,72.26,289.04,5
ORD00001509,PROD000498,9,467.69,4209.21,5
ORD00001510,PROD000389,2,49.36,98.72,10
ORD00001510,PROD000067,10,489.19,4891.9,0
ORD00001510,PROD000423,1,486.23,486.23,5
ORD00001510,PROD000271,5,340.14,1700.7,10
ORD00001510,PROD000198,8,116.47,931.76,10
ORD00001511,PROD000261,10,461.76,4617.6,5
ORD00001512,PROD000380,7,54.57,381.99,0
ORD00001512,PROD000327,10,462.97,4629.7,20
ORD00001512,PROD000379,9,341.19,3070.71,10
ORD00001512,PROD000428,9,332.49,2992.41,0
ORD00001513,PROD000472,8,156.81,1254.48,0
ORD00001514,PROD000496,4,458.98,1835.92,10
ORD00001514,PROD000123,2,461.74,923.48,5
ORD00001514,PROD000031,4,22.3,89.2,10
ORD00001514,PROD000139,8,217.95,1743.6,0
ORD00001514,PROD000377,2,69.52,139.04,5
ORD00001515,PROD000330,10,342.52,3425.2,20
ORD00001515,PROD000485,6,285.84,1715.04,20
ORD00001516,PROD000001,8,80.2,641.6,15
ORD00001516,PROD000087,7,307.68,2153.76,15
ORD00001516,PROD000044,7,231.93,1623.51,10
ORD00001516,PROD000384,9,274.61,2471.49,10
ORD00001516,PROD000336,1,85.77,85.77,0
ORD00001517,PROD000046,9,258.17,2323.53,10
ORD00001517,PROD000170,7,293.77,2056.39,5
ORD00001517,PROD000354,8,202.47,1619.76,0
ORD00001517,PROD000381,9,464.32,4178.88,5
ORD00001518,PROD000392,1,203.11,203.11,5
ORD00001519,PROD000409,4,56.74,226.96,15
ORD00001519,PROD000027,6,384.69,2308.14,0
ORD00001520,PROD000050,7,329.93,2309.51,15
ORD00001520,PROD000417,10,416.88,4168.8,15
ORD00001521,PROD000161,1,441.98,441.98,15
ORD00001521,PROD000009,3,349.28,1047.84,15
ORD00001522,PROD000426,8,79.64,637.12,20
ORD00001522,PROD000409,9,56.74,510.66,15
ORD00001522,PROD000155,9,257.7,2319.3,20
ORD00001522,PROD000479,10,28.98,289.8,20
ORD00001523,PROD000486,10,51.11,511.1,5
ORD00001523,PROD000481,3,485.71,1457.13,0
ORD00001523,PROD000258,7,27.0,189.0,10
ORD00001524,PROD000302,4,326.63,1306.52,5
ORD00001524,PROD000139,4,217.95,871.8,20
ORD00001524,PROD000277,6,121.28,727.68,20
ORD00001524,PROD000433,6,133.0,798.0,20
ORD00001524,PROD000016,9,213.77,1923.93,5
ORD00001525,PROD000273,8,118.76,950.08,10
ORD00001526,PROD000063,10,382.76,3827.6,5
ORD00001526,PROD000482,6,114.96,689.76,15
ORD00001527,PROD000339,10,466.8,4668.0,0
ORD00001527,PROD000096,2,173.53,347.06,5
ORD00001527,PROD000297,2,477.91,955.82,10
ORD00001527,PROD000286,8,368.08,2944.64,0
ORD00001528,PROD000016,5,213.77,1068.85,10
ORD00001528,PROD000454,3,223.08,669.24,0
ORD00001528,PROD000072,5,167.39,836.95,0
ORD00001528,PROD000359,1,459.85,459.85,15
ORD00001529,PROD000258,2,27.0,54.0,10
ORD00001530,PROD000388,3,138.73,416.19,0
ORD00001530,PROD000049,8,331.49,2651.92,10
ORD00001531,PROD000178,7,75.28,526.96,5
ORD00001531,PROD000287,4,416.7,1666.8,20
ORD00001532,PROD000094,8,89.39,715.12,15
ORD00001532,PROD000236,9,494.9,4454.1,5
ORD00001532,PROD000019,3,99.06,297.18,10
ORD00001532,PROD000115,7,207.86,1455.02,0
ORD00001532,PROD000466,8,241.21,1929.68,15
ORD00001533,PROD000006,6,424.07,2544.42,20
ORD00001533,PROD000342,9,381.06,3429.54,5
ORD00001533,PROD000096,10,173.53,1735.3,5
ORD00001534,PROD000121,9,105.16,946.44,0
ORD00001534,PROD000222,10,486.96,4869.6,0
ORD00001534,PROD000174,2,177.04,354.08,15
ORD00001534,PROD000308,7,69.41,485.87,5
ORD00001534,PROD000192,6,314.07,1884.42,5
ORD00001535,PROD000178,1,75.28,75.28,10
ORD00001535,PROD000095,2,121.85,243.7,15
ORD00001535,PROD000011,2,159.8,319.6,10
ORD00001535,PROD000471,7,355.04,2485.28,5
ORD00001536,PROD000155,3,257.7,773.1,10
ORD00001536,PROD000179,6,243.27,1459.62,20
ORD00001536,PROD000070,8,407.21,3257.68,15
ORD00001536,PROD000315,4,331.8,1327.2,5
ORD00001536,PROD000389,1,49.36,49.36,20
ORD00001537,PROD000481,7,485.71,3399.97,20
ORD00001537,PROD000395,1,201.29,201.29,15
ORD00001538,PROD000336,1,85.77,85.77,15
ORD00001538,PROD000064,10,79.45,794.5,0
ORD00001539,PROD000111,4,317.69,1270.76,15
ORD00001539,PROD000340,6,408.5,2451.0,5
ORD00001540,PROD000144,6,246.98,1481.88,10
ORD00001540,PROD000286,2,368.08,736.16,0
ORD00001540,PROD000283,10,352.9,3529.0,10
ORD00001541,PROD000219,7,457.7,3203.9,5
ORD00001542,PROD000110,4,332.32,1329.28,15
ORD00001542,PROD000375,3,394.34,1183.02,0
ORD00001543,PROD000144,8,246.98,1975.84,0
ORD00001543,PROD000392,4,203.11,812.44,20
ORD00001543,PROD000332,4,415.3,1661.2,15
ORD00001544,PROD000139,4,217.95,871.8,20
ORD00001544,PROD000451,5,333.47,1667.35,15
ORD00001544,PROD000360,5,121.64,608.2,5
ORD00001544,PROD000102,5,104.43,522.15,0
ORD00001545,PROD000002,5,165.71,828.55,20
ORD00001545,PROD000188,6,21.8,130.8,15
ORD00001546,PROD000493,4,78.05,312.2,5
ORD00001546,PROD000164,7,95.02,665.14,15
ORD00001546,PROD000150,2,279.36,558.72,20
ORD00001547,PROD000419,10,97.34,973.4,15
ORD00001547,PROD000268,5,17.84,89.2,15
ORD00001547,PROD000145,3,483.62,1450.86,15
ORD00001548,PROD000405,5,43.63,218.15,15
ORD00001548,PROD000301,2,25.35,50.7,5
ORD00001548,PROD000061,4,23.32,93.28,10
ORD00001549,PROD000390,4,48.1,192.4,15
ORD00001549,PROD000218,4,399.43,1597.72,20
ORD00001550,PROD000360,1,121.64,121.64,15
ORD00001550,PROD000091,1,370.76,370.76,0
ORD00001551,PROD000112,4,135.8,543.2,20
ORD00001552,PROD000169,4,181.74,726.96,15
ORD00001553,PROD000101,4,213.83,855.32,10
ORD00001553,PROD000356,7,106.35,744.45,20
ORD00001553,PROD000472,5,156.81,784.05,10
ORD00001553,PROD000361,10,37.69,376.9,10
ORD00001553,PROD000266,1,207.83,207.83,5
ORD00001554,PROD000181,3,198.16,594.48,10
ORD00001555,PROD000450,6,415.02,2490.12,5
ORD00001556,PROD000421,3,460.47,1381.41,20
ORD00001557,PROD000013,9,430.2,3871.8,20
ORD00001558,PROD000080,4,494.26,1977.04,5
ORD00001558,PROD000103,6,413.8,2482.8,0
ORD00001558,PROD000107,7,292.61,2048.27,20
ORD00001558,PROD000469,6,378.76,2272.56,5
ORD00001558,PROD000383,7,391.55,2740.85,5
ORD00001559,PROD000051,9,440.77,3966.93,10
ORD00001560,PROD000201,10,173.57,1735.7,20
ORD00001560,PROD000403,5,345.33,1726.65,0
ORD00001560,PROD000312,7,458.03,3206.21,20
ORD00001561,PROD000281,8,389.2,3113.6,5
ORD00001562,PROD000226,7,228.51,1599.57,20
ORD00001562,PROD000227,9,21.25,191.25,10
ORD00001562,PROD000137,6,400.09,2400.54,15
ORD00001563,PROD000187,10,327.51,3275.1,0
ORD00001564,PROD000274,10,345.06,3450.6,5
ORD00001565,PROD000397,8,410.77,3286.16,15
ORD00001566,PROD000390,4,48.1,192.4,10
ORD00001567,PROD000412,9,22.37,201.33,5
ORD00001567,PROD000055,2,191.58,383.16,20
ORD00001567,PROD000167,4,298.67,1194.68,10
ORD00001567,PROD000387,5,477.48,2387.4,15
ORD00001567,PROD000109,2,213.68,427.36,20
ORD00001568,PROD000043,1,109.66,109.66,10
ORD00001568,PROD000363,1,484.3,484.3,0
ORD00001568,PROD000485,7,285.84,2000.88,15
ORD00001569,PROD000271,2,340.14,680.28,0
ORD00001569,PROD000002,6,165.71,994.26,15
ORD00001569,PROD000372,6,141.56,849.36,10
ORD00001569,PROD000326,8,236.01,1888.08,10
ORD00001569,PROD000074,4,477.47,1909.88,10
ORD00001570,PROD000194,10,319.42,3194.2,10
ORD00001570,PROD000206,1,217.06,217.06,0
ORD00001570,PROD000149,9,438.91,3950.19,20
ORD00001571,PROD000061,10,23.32,233.2,15
ORD00001571,PROD000422,9,477.15,4294.35,0
ORD00001571,PROD000349,7,69.18,484.26,0
ORD00001571,PROD000372,9,141.56,1274.04,20
ORD00001571,PROD000325,6,316.85,1901.1,5
ORD00001572,PROD000295,4,492.17,1968.68,20
ORD00001572,PROD000401,7,432.78,3029.46,5
ORD00001572,PROD000249,7,480.03,3360.21,15
ORD00001572,PROD000372,3,141.56,424.68,20
ORD00001573,PROD000263,6,434.09,2604.54,20
ORD00001573,PROD000304,6,171.78,1030.68,15
ORD00001573,PROD000153,3,328.87,986.61,0
ORD00001573,PROD000484,1,50.26,50.26,10
ORD00001574,PROD000295,2,492.17,984.34,20
ORD00001574,PROD000408,5,421.44,2107.2,5
ORD00001574,PROD000349,5,69.18,345.9,5
ORD00001574,PROD000500,7,378.17,2647.19,5
ORD00001574,PROD000376,3,101.86,305.58,20
ORD00001575,PROD000083,8,247.95,1983.6,20
ORD00001575,PROD000302,8,326.63,2613.04,10
